issue_local_date,llm_cloud_severity,llm_irradiance_reduction_risk,llm_storm_risk,llm_rain_risk,llm_fog_visibility_risk,llm_wind_risk,llm_heat_risk,llm_smoke_dust_risk,llm_morning_risk,llm_afternoon_risk,llm_evening_risk,llm_all_day_risk,llm_rule_cloud_score,llm_rule_storm_score,llm_rule_rain_score,llm_rule_wind_score,llm_rule_fog_visibility_score,llm_rule_heat_score,llm_rule_fire_smoke_score,llm_confidence,llm_overall_risk_score,llm_text_product_count,llm_affected_hours,llm_short_reason,llm_feature_source
2022-01-10,0.3,0.4,0.0,0.1,0.8,0.6,0.2,0.0,0.8,0.3,0.3,0.2,0.3,0.0,0.1,0.6,0.8,0.2,0.0,0.82,0.8,27.0,afternoon; all_day; morning,"Dense fog in San Joaquin Valley this morning, possible again tonight and Tuesday night; otherwise dry and near-normal temperatures.; High clouds and gusty Santa Ana winds, slight rain chance late week.; High clouds and patchy morning fog, mainly in Central Valley; dry and mild otherwise.; Mid-high clouds decreasing, dry, mild, slight offshore winds.; Mid/high clouds early week, clearing Tue-Wed; late week clouds and slight rain chance; gusty winds Tue.",deepseek_v4_pro_json_output
2022-01-11,0.3,0.3,0.1,0.2,0.4,0.4,0.1,0.0,0.4,0.3,0.2,0.3,0.3,0.1,0.2,0.4,0.4,0.1,0.0,0.76,0.4,25.0,afternoon; all_day; morning,"High clouds and patchy morning fog possible, otherwise dry and mild.; High clouds increasing Wed/Thu, low rain chance weekend, gusty winds.; High clouds streaming inland, little impact; isolated rain possible Fri-Sat; brief offshore flow Fri.; Increasing mid/high clouds Wed PM-Fri, slight shower chance, offshore winds but no fog/smoke.; Night/morning fog in San Joaquin Valley; increasing mid/high clouds Thu-Fri with slight mountain rain chance.",deepseek_v4_pro_json_output
2022-01-12,0.6,0.5,0.0,0.1,0.7,0.2,0.1,0.0,0.7,0.5,0.5,0.5,0.6,0.0,0.1,0.2,0.7,0.1,0.0,0.8,0.7,24.0,afternoon; all_day; morning,"Dense morning fog in San Joaquin Valley, increasing clouds Thu-Fri, low wind, no precip.; High clouds and patchy morning fog, breezy winds late week, but dry and mild overall.; High clouds from distant low may slightly reduce irradiance, mainly afternoon; winds diminishing.; Mid/high clouds this afternoon/evening; breezy offshore winds Friday.; Mostly cloudy with high clouds, minimal rain chance, light winds, above normal temps.",deepseek_v4_pro_json_output
2022-01-13,0.7,0.7,0.2,0.3,0.4,0.7,0.0,0.2,0.5,0.7,0.7,0.7,0.8,0.2,0.3,0.7,0.4,0.0,0.3,0.78,0.8,25.0,afternoon; all_day; morning,"High clouds and patchy morning fog in Central Valley; breezy winds late tonight into Friday.; Mid/high clouds from upper low, some fog possible, dry, winds <45 mph.; Mid/high clouds, slight mountain sprinkles, strong Santa Ana winds late Fri-Sun.; Mostly cloudy with mid/high clouds, slight rain chance Sat, strong offshore winds Fri-Sun.; Widespread high clouds and hazy conditions reduce irradiance; breezy offshore winds develop Friday.",deepseek_v4_pro_json_output
2022-01-14,0.7,0.7,0.0,0.3,0.7,0.8,0.1,0.0,0.7,0.7,0.7,0.7,0.7,0.0,0.5,0.8,0.7,0.1,0.0,0.8200000000000001,0.8,28.0,all_day; morning,"Extensive mid/high clouds, gusty Santa Ana winds, chance of light rain Saturday and Mon-Tue.; Morning dense fog and clouds, clearing later; dry with no storms.; Morning fog possible, otherwise clear with breezy winds.; Mostly cloudy with slight chance of light showers; gusty Santa Ana winds.; Mostly dry and mild with some high clouds near Central Coast, offshore winds easing, less fog.",deepseek_v4_pro_json_output
2022-01-15,0.7,0.8,0.1,0.2,0.9,0.4,0.0,0.0,0.9,0.6,0.5,0.7,0.7,0.0,0.2,0.4,0.9,0.0,0.0,0.76,0.9,27.0,afternoon; all_day; morning,"Dense fog advisory until noon, mid/high clouds overspreading, slight chance of light rain in Kern County, gusty winds in mountains.; Morning fog and mid-level clouds from cutoff low; dry and mild.; Partly to mostly cloudy with chance of light showers Saturday and Monday; gusty Santa Ana winds diminishing.; Slight chance of showers and clouds over Central Coast, otherwise dry and mild.; Variable clouds, light showers possible, decreasing winds.",deepseek_v4_pro_json_output
2022-01-16,0.7,0.7,0.1,0.2,0.8,0.1,0.0,0.0,0.8,0.7,0.5,0.7,0.7,0.2,0.3,0.1,0.8,0.0,0.0,0.78,0.8,28.0,all_day; evening; morning,"High clouds today, showers likely Monday evening into Tuesday morning, light rain, weak dynamics.; Overcast skies, dense fog advisory until noon, light showers possible Monday, extensive cloud cover reducing irradiance.; Partly to mostly cloudy with isolated light showers, low clouds/fog possible late Monday night into Tuesday morning.; Partly to mostly cloudy with slight chance of light showers Monday; mid/high clouds diminish Tuesday; night/morning stratus and fog possible Wednesday.; Patchy morning fog, some mid/high clouds, dry and mild otherwise.",deepseek_v4_pro_json_output
2022-01-17,0.7,0.7,0.3,0.6,0.4,0.2,0.0,0.0,0.6,0.7,0.7,0.6,0.8,0.3,0.7,0.2,0.4,0.0,0.0,0.76,0.8,27.0,afternoon; all_day; morning,"Light showers possible in Kern County this afternoon/evening; fog risk later in week but not immediate.; Patchy morning fog and high clouds, isolated light rain possible, otherwise dry and mild.; Scattered light showers and thicker clouds this afternoon, patchy fog overnight, breezy offshore winds midweek.; Scattered showers and clouds today through Tuesday morning, then clearing. Cool temperatures.; Widespread clouds and showers, especially tonight into Tuesday morning, reducing irradiance.",deepseek_v4_pro_json_output
2022-01-18,0.6,0.5,0.0,0.1,0.4,0.7,0.0,0.0,0.5,0.4,0.3,0.4,0.6,0.0,0.1,0.7,0.5,0.0,0.0,0.8,0.7,25.0,all_day; morning,"Morning clouds/showers clearing by afternoon; fog possible late night/morning in San Joaquin Valley.; Morning low clouds and fog Wednesday, then sunny. Breezy Santa Ana winds Thu/Sat, but minimal irradiance impact.; Morning low clouds and fog possible, clearing by afternoon. Breezy offshore winds in hills.; Partly to mostly cloudy today with lingering moisture; gusty Santa Ana winds developing Wednesday night into Thursday, stronger gusts ~50 mph; warming trend but no significant heat.; Patchy morning fog may reduce irradiance; breezy winds late week but minimal cloud cover.",deepseek_v4_pro_json_output
2022-01-19,0.3,0.3,0.0,0.0,0.4,0.7,0.3,0.0,0.4,0.2,0.1,0.0,0.3,0.0,0.0,0.7,0.4,0.3,0.0,0.8400000000000001,0.7,28.0,all_day; morning,"Low clouds eroding by afternoon; gusty Santa Ana winds tonight into Thursday morning, strongest near passes.; Morning fog and low clouds, clearing to sunny afternoon. Offshore winds developing but minimal irradiance impact.; Morning fog possible, otherwise dry and mostly clear with some wind in Sierra.; Mostly clear skies, no irradiance reduction. Windy Santa Ana conditions with heat, but no clouds, storms, rain, fog, or smoke.; Patchy morning fog possible, breezy winds late week, otherwise dry and clear.",deepseek_v4_pro_json_output
2022-01-20,0.2,0.2,0.0,0.0,0.3,0.9,0.0,0.0,0.3,0.1,0.1,0.0,0.2,0.0,0.0,0.9,0.3,0.0,0.0,0.8800000000000001,0.9,27.0,all_day; morning,"Dry, mostly clear, but breezy winds Friday-Saturday; patchy fog possible mornings.; Morning Tule Fog possible, otherwise sunny and dry.; Morning fog and low clouds, clearing afternoon; strong offshore winds Friday-Saturday.; Strong Santa Ana winds expected Friday night into Saturday, but skies remain mostly clear with no precipitation or cloud cover, so irradiance reduction risk is low.; Strong Santa Ana winds expected late Friday through Saturday, but skies mostly clear with no clouds, precipitation, or smoke mentioned.",deepseek_v4_pro_json_output
2022-01-21,0.2,0.2,0.0,0.0,0.4,0.9,0.0,0.3,0.4,0.2,0.2,0.2,0.2,0.0,0.0,0.9,0.7,0.0,0.3,0.86,0.9,28.0,all_day; morning,"Mostly clear skies, no irradiance reduction risk. Strong Santa Ana winds with blowing dust, but no clouds or precipitation.; Mostly clear with patches of low clouds; strong Santa Ana winds but minimal irradiance reduction.; Patchy dense fog in San Joaquin Valley this morning; otherwise dry and clear. Strong mountain winds not impacting solar sites.; Sunny and mild with strong offshore winds, but no clouds, precipitation, or smoke. Wind risk from gusts 35-60 mph, but limited fire concern due to moist fuels.; Thin high clouds, patchy morning fog, strong winds but dry.",deepseek_v4_pro_json_output
2022-01-22,0.3,0.3,0.0,0.2,0.6,0.9,0.0,0.2,0.9,0.7,0.5,0.0,0.3,0.0,0.2,0.9,0.6,0.0,0.3,0.8800000000000001,0.9,26.0,all_day; morning,"Morning fog and low clouds in valley, otherwise clear. Windy in mountains/desert but not widespread. Dry and mild.; Mostly clear skies, no precipitation or fog; Santa Ana winds weakening but still advisory-level gusts possible, minimal impact on irradiance.; Mostly sunny, dry, but gusty offshore winds in North Bay hills with fire activity; smoke possible.; Strong Santa Ana winds with gusts up to 83 mph, diminishing later; isolated light showers and high-elevation snow possible tonight.; Strong winds this morning, diminishing by afternoon; dry and clear skies.",deepseek_v4_pro_json_output
2022-01-23,0.3,0.3,0.0,0.1,0.4,0.6,0.2,0.0,0.4,0.2,0.1,0.1,0.3,0.0,0.1,0.6,0.4,0.2,0.0,0.8400000000000001,0.6,25.0,all_day; morning,"Clear skies, dry, mild; light winds with occasional gusts up to 35 mph in North Bay Tuesday, but no significant irradiance reduction.; Morning fog patches possible, otherwise dry and mostly clear with light winds.; Morning low clouds and dense fog possible, gusty Santa Ana winds late Tue-Wed, no precipitation.; Mostly sunny with morning fog possible in San Joaquin Valley; dry and mild otherwise.; Mostly sunny, mild, dry; gusty NE winds near foothills; possible low clouds/fog Monday evening.",deepseek_v4_pro_json_output
2022-01-24,0.3,0.3,0.0,0.0,0.6,0.7,0.1,0.0,0.6,0.3,0.3,0.0,0.3,0.0,0.0,0.7,0.6,0.1,0.0,0.8200000000000001,0.7,25.0,evening; morning,"Low clouds and dense fog possible tonight into Tuesday morning; Santa Ana winds Tuesday afternoon through Wednesday morning.; Morning fog possible in San Joaquin Valley; otherwise dry and mostly sunny with some high clouds Friday-Saturday.; Mostly clear today, patchy low clouds/fog possible tonight, Santa Ana winds Tue-Wed but no precip.; Mostly clear with isolated high clouds; patchy fog possible Tuesday morning; offshore winds Tuesday into Wednesday morning, gusts 30-40 mph locally up to 50 mph; no rain or storms in near term.; Patchy dense morning fog possible, otherwise clear and dry with some wind gusts.",deepseek_v4_pro_json_output
2022-01-25,0.3,0.2,0.0,0.0,0.3,0.6,0.1,0.0,0.3,0.2,0.2,0.2,0.3,0.0,0.1,0.6,0.3,0.1,0.0,0.78,0.6,25.0,morning,"Mainly clear skies with morning fog in San Joaquin Valley; slight wind in desert mountains.; Morning cirrus and patchy coastal low clouds/fog, clearing afternoon. Strong Santa Ana winds tonight but limited irradiance impact.; Mostly sunny, patchy fog possible overnight/morning, offshore winds with gusts up to 30-50 mph in hills, dry high pressure, slight chance of light rain Monday.; Patchy dense morning fog in Central Valley; clear skies otherwise. Breezy north winds but no clouds or precipitation.; Santa Ana winds with possible morning stratus/fog, otherwise mostly clear.",deepseek_v4_pro_json_output
2022-01-26,0.3,0.3,0.1,0.1,0.3,0.7,0.1,0.0,0.3,0.2,0.2,0.2,0.3,0.0,0.1,0.7,0.4,0.1,0.1,0.82,0.7,25.0,all_day; morning,"Dry and mild with patches of morning fog and frost; high clouds possible late week.; High clouds, patchy fog, and gusty Santa Ana winds, slight mountain shower chance Saturday.; Low clouds and dense fog possible Central Coast tonight; gusty Santa Ana winds Thu night-Fri; otherwise dry and warm.; Patchy dense fog in San Joaquin Valley early morning, otherwise dry and clear.; Patchy dense fog possible overnight and morning; otherwise sunny and mild. Slight rain chance Monday but low confidence. Dry southerly winds Friday may increase fire concerns.",deepseek_v4_pro_json_output
2022-01-27,0.2,0.2,0.0,0.1,0.3,0.8,0.0,0.0,0.8,0.6,0.7,0.1,0.2,0.0,0.1,0.8,0.3,0.0,0.0,0.8800000000000001,0.8,26.0,afternoon; all_day; morning,"Gusty Santa Ana winds expected, strongest Friday morning, no clouds or precipitation.; Mostly clear skies, slight chance of mountain showers Saturday, strong Santa Ana winds but minimal irradiance reduction.; Mostly sunny with a few high clouds and dry offshore winds possible next week; minimal irradiance impact.; Patchy dense fog early morning may reduce irradiance; otherwise dry and clear.; Patchy morning fog, high clouds late week, breezy winds early next week; otherwise dry and sunny.",deepseek_v4_pro_json_output
2022-01-28,0.3,0.2,0.0,0.1,0.3,0.8,0.1,0.0,0.7,0.5,0.3,0.2,0.3,0.0,0.1,0.8,0.3,0.1,0.0,0.86,0.8,24.0,all_day; morning,"Gusty Santa Ana winds, some mid/high clouds, no rain or fog.; High clouds and patchy morning fog possible, otherwise dry and mild.; High clouds and strong winds, light rain possible Saturday.; High clouds increasing, dry, mild, light offshore winds, limited fog.; Patchy morning fog, breezy winds in mountains, otherwise dry and clear.",deepseek_v4_pro_json_output
2022-01-29,0.3,0.3,0.0,0.0,0.3,0.4,0.0,0.0,0.3,0.3,0.2,0.2,0.3,0.0,0.0,0.5,0.4,0.0,0.0,0.8,0.5,22.0,afternoon; morning,"High clouds clearing, but stratus/fog possible Monday and Tuesday mornings; mostly clear otherwise with light winds.; High clouds diminishing, patchy fog possible in valleys overnight/morning, offshore winds Mon night-Wed but dry.; High clouds from weak upper low, virga possible, gusty winds weakening.; Mid-level clouds from low pressure system reduce irradiance slightly today, mainly afternoon; dry conditions persist.; Patchy morning fog and occasional high clouds, otherwise dry and mild.",deepseek_v4_pro_json_output
2022-01-30,0.2,0.2,0.0,0.0,0.3,0.4,0.0,0.0,0.3,0.2,0.1,0.1,0.2,0.0,0.0,0.6,0.3,0.0,0.1,0.82,0.6,25.0,afternoon; morning,"Mostly clear with some high clouds possible Tuesday; breezy winds in mountains/deserts, but minimal irradiance impact.; Mostly clear with some morning stratus/fog Mon-Tue; offshore winds Wed onward, no rain.; Mostly sunny with patchy morning fog; dry offshore winds late Mon-Wed, strongest above 1000 ft; no precip or storms.; Patchy low clouds and fog possible near coast Monday morning, otherwise clear. Gusty winds in mountains.; Patchy morning fog, some cloud cover Sunday-Monday, breezy winds Tue-Wed; otherwise dry and mild.",deepseek_v4_pro_json_output
2022-01-31,0.6,0.5,0.0,0.0,0.2,0.7,0.0,0.0,0.4,0.5,0.5,0.5,0.7,0.0,0.0,0.8,0.3,0.0,0.0,0.8400000000000001,0.8,24.0,all_day; evening,"Dry conditions, no clouds or precipitation. Wind advisory for Tuesday but no irradiance reduction expected.; High clouds and breezy winds, but dry and mild overall.; High clouds streaming in, gusty onshore winds developing, and Santa Ana winds expected midweek; dry conditions prevail.; Mid/high clouds thinning Tue afternoon; gusty winds Tue night-Thu, strongest evenings; coastal fog possible mornings.; Mid/high clouds today clearing tonight; dry offshore winds Tue-Wed with gusts up to 60 mph in higher terrain, but minimal irradiance impact overall.",deepseek_v4_pro_json_output
2022-02-01,0.3,0.3,0.0,0.1,0.2,0.9,0.0,0.0,0.9,0.9,0.5,0.3,0.3,0.0,0.1,0.9,0.2,0.0,0.0,0.86,0.9,29.0,all_day; morning,"Clear skies, dry, but gusty north to east winds up to 40 mph. No clouds, precipitation, or fog. Wind risk only.; Dry offshore winds with gusts up to 55 mph, no clouds or precipitation, low irradiance reduction risk.; Dry, mostly clear; patchy morning fog possible; breezy winds but no significant cloud cover.; Partly cloudy with high clouds, patchy drizzle possible, strong Santa Ana winds developing tonight into Wednesday.; Strong Santa Ana winds with gusts 40-68 mph, low clouds vanishing, no precipitation or smoke.",deepseek_v4_pro_json_output
2022-02-02,0.1,0.1,0.0,0.0,0.0,0.8,0.2,0.0,0.3,0.6,0.6,0.2,0.2,0.0,0.0,0.8,0.0,0.2,0.0,0.8800000000000001,0.8,27.0,afternoon; all_day; morning,"Clear skies, no precipitation, gusty Santa Ana winds but no irradiance reduction.; Dry, mostly sunny, no precip, offshore winds easing but breezy.; Gusty north winds today, some high clouds Thu, dry pattern, no precip or fog.; Santa Ana winds with abundant sunshine, no clouds or precipitation; wind gusts up to 70 mph but no irradiance reduction.; Strong winds in Kern County desert this afternoon/evening; some clouds banking up in south valley but overall dry and mostly clear.",deepseek_v4_pro_json_output
2022-02-03,0.2,0.2,0.0,0.0,0.1,0.3,0.2,0.0,0.1,0.2,0.1,0.1,0.3,0.0,0.0,0.4,0.2,0.2,0.0,0.8800000000000001,0.4,26.0,afternoon; all_day; morning,"Clear skies, dry, no irradiance reduction; gusty Santa Ana winds and warming trend but no cloud/storm impacts.; Clear skies, gusty Santa Ana winds but no irradiance reduction.; Dry, clear, but patchy fog possible in mornings and light easterly winds over mountains.; Passing high clouds today, clearing evening. Gusty winds over weekend, but no precip or significant irradiance reduction.; Thin high clouds and a cloud deck approaching, but no precipitation or significant impacts.",deepseek_v4_pro_json_output
2022-02-04,0.3,0.3,0.0,0.0,0.2,0.7,0.4,0.1,0.2,0.3,0.2,0.3,0.5,0.0,0.0,0.7,0.2,0.4,0.1,0.8800000000000001,0.7,23.0,afternoon; all_day,"Clear skies, dry Santa Ana winds, no clouds or precipitation; wind risk from gusts up to 75 mph, slight heat risk from above-average temperatures.; Dry, sunny, warming trend; gusty Santa Ana winds possible but no cloud/precip/smoke impacts.; High clouds tonight into Sat, breezy winds, warming trend.; Mostly sunny with some high clouds Saturday and haze reducing visibility slightly; otherwise dry and mild.; Sunny skies, dry weather, no clouds or precipitation mentioned.",deepseek_v4_pro_json_output
2022-02-05,0.2,0.2,0.0,0.0,0.3,0.7,0.6,0.0,0.2,0.2,0.1,0.2,0.3,0.0,0.0,0.7,0.3,0.6,0.0,0.86,0.7,24.0,afternoon; all_day; morning,"Clear skies, dry, no precipitation, but gusty Santa Ana winds and above-average heat possible.; Dry, clear, offshore flow with gusty winds and near-record heat; no clouds, rain, fog, or smoke.; High clouds clearing, haze reducing visibility, warming trend with offshore flow, dry conditions.; High clouds morning, some mist, breezy winds, otherwise mostly sunny and dry.; High thin cirrus clouds mentioned, otherwise sunny and dry with no significant weather impacts.",deepseek_v4_pro_json_output
2022-02-06,0.0,0.0,0.0,0.0,0.1,0.7,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.8,0.0,0.9,0.8,26.0,all_day; morning,"Clear skies, dry, but well above normal temperatures with record warmth possible.; Clear skies, dry, no irradiance reduction; gusty winds and warm temps but no cloud/storm impacts.; Clear skies, no irradiance reduction. Strong offshore winds and record heat, but no clouds, storms, rain, fog, or smoke.; Clear skies, no irradiance reduction; heat risk high, breezy offshore winds.; Dry, clear, above normal temps; patchy morning fog possible; breezy winds at times.",deepseek_v4_pro_json_output
2022-02-07,0.1,0.1,0.0,0.0,0.2,0.3,0.8,0.0,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.3,0.2,0.8,0.3,0.8800000000000001,0.8,26.0,all_day; morning,"Clear skies, dry, above normal temps. Light morning fog possible in Sacramento Valley southward. Breezy north winds Tue-Wed, gusts 20-45 mph. No clouds, storms, rain, or smoke.; Clear skies, dry, light offshore breeze, above-normal heat but no irradiance reduction.; Clear skies, no clouds or precipitation; gusty Santa Ana winds and above-average temperatures but no irradiance reduction.; Dry offshore pattern, clear skies, no irradiance reduction. Wind advisory possible but not extreme. Excessive heat watch, high heat risk.; Morning low clouds and patchy fog possible, otherwise sunny and dry with offshore winds and above normal warmth.",deepseek_v4_pro_json_output
2022-02-08,0.1,0.1,0.0,0.0,0.2,0.7,0.9,0.0,0.2,0.1,0.1,0.1,0.2,0.0,0.0,0.7,0.3,0.9,0.0,0.9,0.9,26.0,all_day; morning,"Clear skies, dry, record heat possible; slight wind risk late week.; Clear skies, no clouds or precipitation, but gusty Santa Ana winds and above-average temperatures.; Clear skies, no clouds or precipitation. Strong Santa Ana winds and excessive heat, but no irradiance reduction.; Dry, warm, high pressure; no clouds/precip; moderate offshore winds in hills; heat risk from above-normal temps.; Mostly clear with patchy morning fog and breezy winds; dry and warm.",deepseek_v4_pro_json_output
2022-02-09,0.1,0.1,0.0,0.0,0.0,0.7,0.9,0.0,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.7,0.0,0.9,0.7,0.9099999999999999,0.9,26.0,all_day,"Clear skies, no irradiance reduction risk. Gusty Santa Ana winds and above-average heat, but no clouds, precipitation, or smoke.; Clear skies, no precipitation, but gusty Santa Ana winds and near-record heat; no irradiance reduction expected.; Dry, mostly clear, unseasonably warm; no clouds, storms, rain, fog, wind, or smoke mentioned.; Mostly clear with a few high clouds; breezy winds; record heat but no significant irradiance reduction.; Strong high pressure, record heat, dry offshore winds, elevated fire weather, no clouds/precip.",deepseek_v4_pro_json_output
2022-02-10,0.0,0.0,0.0,0.0,0.1,0.7,0.9,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.9,0.3,0.9,0.9,22.0,all_day; morning,"Clear skies, dry, record heat, breezy morning winds, slight mountain shower chance late Monday.; Clear skies, hazy conditions, shallow morning fog possible, gusty winds in Sierra, record heat.; Clear skies, record heat, dry, light offshore winds; no irradiance reduction.; Hot and dry with Santa Ana winds, no clouds or precipitation mentioned.; Sunny and clear with no clouds, fog, or precipitation. Windy and hot conditions but no irradiance reduction.",deepseek_v4_pro_json_output
